Group_CompFuncLoc,SerialPrefix_CompFuncLoc,Validation Code,Group (L),Serial Prefix,Functional_Loc,Task Desc,Component_Code,Component_Code_Description,Modifier_Code,Reason,Model,Column1
90027496HYDSYS-HYDPP-SVPPL,6P4HYDSYS-HYDPP-SVPPL,900274966P4HYDSYS-HYDPP-SVPPL,90027496,6P4,HYDSYS-HYDPP-SVPPL,Repl Pump Servo LH,5085,5085 - PILOT PUMP,LT,,,6P45085 - PILOT PUMPLT
90027496HYDSYS-HYDPP-SVPPR,6P4HYDSYS-HYDPP-SVPPR,900274966P4HYDSYS-HYDPP-SVPPR,90027496,6P4,HYDSYS-HYDPP-SVPPR,Repl Pump Servo RH,5085,5085 - PILOT PUMP,RI,,,6P45085 - PILOT PUMPRI
90027497HYDSYS-HDCYL-BMCYL,6P4HYDSYS-HDCYL-BMCYL,900274976P4HYDSYS-HDCYL-BMCYL,90027497,6P4,HYDSYS-HDCYL-BMCYL,Repl Cylinder Boom LH,5456,5456 - BOOM CYLINDER,LT,,,6P45456 - BOOM CYLINDERLT
90027497HYDSYS-HDCYL-BMCYR,6P4HYDSYS-HDCYL-BMCYR,900274976P4HYDSYS-HDCYL-BMCYR,90027497,6P4,HYDSYS-HDCYL-BMCYR,Repl Cylinder Boom RH,5456,5456 - BOOM CYLINDER,RI,,,6P45456 - BOOM CYLINDERRI
90027499HYDSYS-HDCYL-BUCYL,6P4HYDSYS-HDCYL-BUCYL,900274996P4HYDSYS-HDCYL-BUCYL,90027499,6P4,HYDSYS-HDCYL-BUCYL,Repl Cylinder Bucket LH,5457,5457 - BUCKET CYLINDER,LT,,,6P45457 - BUCKET CYLINDERLT
90027499HYDSYS-HDCYL-BUCYR,6P4HYDSYS-HDCYL-BUCYR,900274996P4HYDSYS-HDCYL-BUCYR,90027499,6P4,HYDSYS-HDCYL-BUCYR,Repl Cylinder Bucket RH,5457,5457 - BUCKET CYLINDER,RI,,,6P45457 - BUCKET CYLINDERRI
90027498HYDSYS-HDCYL-STCLL,6P4HYDSYS-HDCYL-STCLL,900274986P4HYDSYS-HDCYL-STCLL,90027498,6P4,HYDSYS-HDCYL-STCLL,Repl Cylinder Stick LH,5458,5458 - STICK CYLINDER,LT,,,6P45458 - STICK CYLINDERLT
90027498HYDSYS-HDCYL-STCLR,6P4HYDSYS-HDCYL-STCLR,900274986P4HYDSYS-HDCYL-STCLR,90027498,6P4,HYDSYS-HDCYL-STCLR,Repl Cylinder Stick RH,5458,5458 - STICK CYLINDER,RI,,,6P45458 - STICK CYLINDERRI
90027580SWGSYS-SWBOX-SGBLR,6P4SWGSYS-SWBOX-SGBLR,900275806P4SWGSYS-SWBOX-SGBLR,90027580,6P4,SWGSYS-SWBOX-SGBLR,Repl Gearbox Swing LHR,5459,5459 - SWING DRIVE,LR,,,6P45459 - SWING DRIVELR
90027580SWGSYS-SWBOX-SGBRF,6P4SWGSYS-SWBOX-SGBRF,900275806P4SWGSYS-SWBOX-SGBRF,90027580,6P4,SWGSYS-SWBOX-SGBRF,Repl Gearbox Swing RHF,5459,5459 - SWING DRIVE,RF,,,6P45459 - SWING DRIVERF
90027580SWGSYS-SWBOX-SGBRR,6P4SWGSYS-SWBOX-SGBRR,900275806P4SWGSYS-SWBOX-SGBRR,90027580,6P4,SWGSYS-SWBOX-SGBRR,Repl Gearbox Swing RHR,5459,5459 - SWING DRIVE,RR,,,6P45459 - SWING DRIVERR
90027492HYDSYS-HYDPP-SP1P2,6P4HYDSYS-HYDPP-SP1P2,900274926P4HYDSYS-HYDPP-SP1P2,90027492,6P4,HYDSYS-HYDPP-SP1P2,Repl Hyd Pump Swing Pos1 & Pos2,5473,5473 - SWING PUMP,LT,,,6P45473 - SWING PUMPLT
90027492HYDSYS-HYDPP-SP3P4,6P4HYDSYS-HYDPP-SP3P4,900274926P4HYDSYS-HYDPP-SP3P4,90027492,6P4,HYDSYS-HYDPP-SP3P4,Repl Hyd Pump Swing Pos3 & Pos4,5473,5473 - SWING PUMP,RI,,,6P45473 - SWING PUMPRI
90027592GRSYST-ALBPP,6P4GRSYST-ALBPP,900275926P4GRSYST-ALBPP,90027592,6P4,GRSYST-ALBPP,Repl Auto Lube Pump,7516,7516 - LUBRICATION PUMP,LH,,,6P47516 - LUBRICATION PUMPLH
90027503HYDSYS-HDMOT-SWMLR,6P4HYDSYS-HDMOT-SWMLR,900275036P4HYDSYS-HDMOT-SWMLR,90027503,6P4,HYDSYS-HDMOT-SWMLR,Repl Hyd Motor Swing LHR,79PA,79PA - SWING DRIVE MOTOR,LR,,,6P479PA - SWING DRIVE MOTORLR
90027503HYDSYS-HDMOT-SWMRF,6P4HYDSYS-HDMOT-SWMRF,900275036P4HYDSYS-HDMOT-SWMRF,90027503,6P4,HYDSYS-HDMOT-SWMRF,Repl Hyd Motor Swing RHF,79PA,79PA - SWING DRIVE MOTOR,RF,,,6P479PA - SWING DRIVE MOTORRF
90004013STRUCT-SUSPN-SCYRF,MSYSTRUCT-SUSPN-SCYRF,90004013MSYSTRUCT-SUSPN-SCYRF,90004013,MSY,STRUCT-SUSPN-SCYRF,Repl Cyl Suspension RHF,7201,7201 - SUSPENSION CYLINDER,RF,,,MSY7201 - SUSPENSION CYLINDERRF
90004014STRUCT-SUSPN-SCYRR,DMCSTRUCT-SUSPN-SCYRR,90004014DMCSTRUCT-SUSPN-SCYRR,90004014,DMC,STRUCT-SUSPN-SCYRR,Repl Suspension Cylinder RHR,7213,7213 - REAR SUSPENSION CYLINDER,RR,,,DMC7213 - REAR SUSPENSION CYLINDERRR
90004014STRUCT-SUSPN-SCYLR,MSYSTRUCT-SUSPN-SCYLR,90004014MSYSTRUCT-SUSPN-SCYLR,90004014,MSY,STRUCT-SUSPN-SCYLR,Repl Cyl Suspension LHR,7213,7213 - REAR SUSPENSION CYLINDER,LR,,,MSY7213 - REAR SUSPENSION CYLINDERLR
90019378HYDSYS-HDCYL-ARCYL,NN6HYDSYS-HDCYL-ARCYL,90019378NN6HYDSYS-HDCYL-ARCYL,90019378,NN6,HYDSYS-HDCYL-ARCYL,Repl Cyl Articulation LH,5265,5265 - ARTICULATION CYLINDER,LT,,,NN65265 - ARTICULATION CYLINDERLT
90015130HYDSYS-HOCYL-HCYLL,SSPHYDSYS-HOCYL-HCYLL,90015130SSPHYDSYS-HOCYL-HCYLL,90015130,SSP,HYDSYS-HOCYL-HCYLL,Repl Cyl Hoist LH,5102,5102 - LIFT/HOIST CYLINDER,LT,,,SSP5102 - LIFT/HOIST CYLINDERLT
90021512HYDSYS-HDCYL-ARCYR,E9ZHYDSYS-HDCYL-ARCYR,90021512E9ZHYDSYS-HDCYL-ARCYR,90021512,E9Z,HYDSYS-HDCYL-ARCYR,Repl Cyl Articulation RH,5265,5265 - ARTICULATION CYLINDER,RI,,,E9Z5265 - ARTICULATION CYLINDERRI
STRSYS-STRCY-STCYL,B9KSTRSYS-STRCY-STCYL,B9KSTRSYS-STRCY-STCYL,,B9K,STRSYS-STRCY-STCYL,Cylinder Steering L/H,4303,4303 - STEERING CYLINDER,LT,,,B9K4303 - STEERING CYLINDERLT
STRSYS-STRCY-STCYR,B9KSTRSYS-STRCY-STCYR,B9KSTRSYS-STRCY-STCYR,,B9K,STRSYS-STRCY-STCYR,Cylinder Steering R/H,4303,4303 - STEERING CYLINDER,RI,,,B9K4303 - STEERING CYLINDERRI
90002666STRUCT-AXLES,B9KSTRUCT-AXLES,90002666B9KSTRUCT-AXLES,90002666,B9K,STRUCT-AXLES,Repl Axle Assembly Front,4313,4313 - STEERING AXLE,00,,,B9K4313 - STEERING AXLE00
90002409STRUCT-SUSPN-SCYLR,RBTSTRUCT-SUSPN-SCYLR,90002409RBTSTRUCT-SUSPN-SCYLR,90002409,RBT,STRUCT-SUSPN-SCYLR,Repl Cyl Suspension LHR,7213,7213 - REAR SUSPENSION CYLINDER,LR,,,RBT7213 - REAR SUSPENSION CYLINDERLR
90015131HYDSYS-HOCYL-HCYLR,SSPHYDSYS-HOCYL-HCYLR,90015131SSPHYDSYS-HOCYL-HCYLR,90015131,SSP,HYDSYS-HOCYL-HCYLR,Repl Cyl Hoist RH,5102,5102 - LIFT/HOIST CYLINDER,RI,,,SSP5102 - LIFT/HOIST CYLINDERRI
90002409STRUCT-SUSPN-SCYRR,RBTSTRUCT-SUSPN-SCYRR,90002409RBTSTRUCT-SUSPN-SCYRR,90002409,RBT,STRUCT-SUSPN-SCYRR,Repl Cyl Suspension RHR,7213,7213 - REAR SUSPENSION CYLINDER,RR,,,RBT7213 - REAR SUSPENSION CYLINDERRR
90002408STRUCT-SUSPN-SCYLF,SSPSTRUCT-SUSPN-SCYLF,90002408SSPSTRUCT-SUSPN-SCYLF,90002408,SSP,STRUCT-SUSPN-SCYLF,Repl Cyl Suspension LHF,7201,7201 - SUSPENSION CYLINDER,LF,,,SSP7201 - SUSPENSION CYLINDERLF
90027503HYDSYS-HDMOT-SWMRR,6P4HYDSYS-HDMOT-SWMRR,900275036P4HYDSYS-HDMOT-SWMRR,90027503,6P4,HYDSYS-HDMOT-SWMRR,Repl Hyd Motor Swing RHR,79PA,79PA - SWING DRIVE MOTOR,RR,,,6P479PA - SWING DRIVE MOTORRR
90027505HYDSYS-HDMOT-FMECL,6P4HYDSYS-HDMOT-FMECL,900275056P4HYDSYS-HDMOT-FMECL,90027505,6P4,HYDSYS-HDMOT-FMECL,Repl Hyd Motor Fan Engine Cool LH,89CS,89CS - ENGINE FAN MOTOR,LT,,,6P489CS - ENGINE FAN MOTORLT
90002408STRUCT-SUSPN-SCYRF,SSPSTRUCT-SUSPN-SCYRF,90002408SSPSTRUCT-SUSPN-SCYRF,90002408,SSP,STRUCT-SUSPN-SCYRF,Repl Cyl Suspension RHF,7201,7201 - SUSPENSION CYLINDER,RF,,,SSP7201 - SUSPENSION CYLINDERRF
90018858HYDSYS-HDCYL-RLCYR,RABHYDSYS-HDCYL-RLCYR,90018858RABHYDSYS-HDCYL-RLCYR,90018858,RAB,HYDSYS-HDCYL-RLCYR,Repl Cyl Ripper Lift RH,5352,5352 - RIPPER LIFT CYLINDER,RI,,,RAB5352 - RIPPER LIFT CYLINDERRI
90002460HYDSYS-HYDPP-HYISP,R9HHYDSYS-HYDPP-HYISP,90002460R9HHYDSYS-HYDPP-HYISP,90002460,R9H,HYDSYS-HYDPP-HYISP,Repl Hyd Pump Implement & Steer,5070,5070 - PISTON PUMP,00,,,R9H5070 - PISTON PUMP00
90024113ELCTLV-CHARG-ALTER,ELCTLV-CHARG-ALTER,90024113ELCTLV-CHARG-ALTER,90024113,,ELCTLV-CHARG-ALTER,Repl Alternator,1405,1405 - ALTERNATOR,00,,998K,1405 - ALTERNATOR00
90024124STRSYS-STRCY-STCYL,STRSYS-STRCY-STCYL,90024124STRSYS-STRCY-STCYL,90024124,,STRSYS-STRCY-STCYL,Repl Cylinder Steering Left,4303,4303 - STEERING CYLINDER,LT,,998K,4303 - STEERING CYLINDERLT
90024124STRSYS-STRCY-STCYR,STRSYS-STRCY-STCYR,90024124STRSYS-STRCY-STCYR,90024124,,STRSYS-STRCY-STCYR,Repl Cylinder Steering Right,4303,4303 - STEERING CYLINDER,RI,,998K,4303 - STEERING CYLINDERRI
90024125HYDSYS-HDCYL-HCYLL,HYDSYS-HDCYL-HCYLL,90024125HYDSYS-HDCYL-HCYLL,90024125,,HYDSYS-HDCYL-HCYLL,Repl Cylinder Hoist Left,5102,5102 - LIFT/HOIST CYLINDER,LT,,998K,5102 - LIFT/HOIST CYLINDERLT
90024127HYDSYS-HDCYL-HCYLR,HYDSYS-HDCYL-HCYLR,90024127HYDSYS-HDCYL-HCYLR,90024127,,HYDSYS-HDCYL-HCYLR,Repl Cylinder Hoist Right,5102,5102 - LIFT/HOIST CYLINDER,RI,,998K,5102 - LIFT/HOIST CYLINDERRI
90024117ENGINE,ENGINE,90024117ENGINE,90024117,,ENGINE,Adjust Engine Valve Set,,,,Refer to a Service. Not planned by P&F,998K,
90024173ENGINE,ENGINE,90024173ENGINE,90024173,,ENGINE,Engine Midlife Complete,,,,Midlife service - Non planned.,998K,
90019379HYDSYS-HDCYL-ARCYR,NN6HYDSYS-HDCYL-ARCYR,90019379NN6HYDSYS-HDCYL-ARCYR,90019379,NN6,HYDSYS-HDCYL-ARCYR,Repl Cyl Articulation RH,5265,5265 - ARTICULATION CYLINDER,RI,,,NN65265 - ARTICULATION CYLINDERRI
90002409STRUCT-SUSPN-SCYLR,SSPSTRUCT-SUSPN-SCYLR,90002409SSPSTRUCT-SUSPN-SCYLR,90002409,SSP,STRUCT-SUSPN-SCYLR,Repl Cyl Suspension LHR,7213,7213 - REAR SUSPENSION CYLINDER,LR,,,SSP7213 - REAR SUSPENSION CYLINDERLR
90002409STRUCT-SUSPN-SCYRR,SSPSTRUCT-SUSPN-SCYRR,90002409SSPSTRUCT-SUSPN-SCYRR,90002409,SSP,STRUCT-SUSPN-SCYRR,Repl Cyl Suspension RHR,7213,7213 - REAR SUSPENSION CYLINDER,RR,,,SSP7213 - REAR SUSPENSION CYLINDERRR
90029836TRNSYS-TRANS,RBTTRNSYS-TRANS,90029836RBTTRNSYS-TRANS,90029836,RBT,TRNSYS-TRANS,Transmisson Calibration,,,,Refer to a Service. Not planned by P&F,,RBT
90026957FDRSYS-FDRVE-FDRLH,SSPFDRSYS-FDRVE-FDRLH,90026957SSPFDRSYS-FDRVE-FDRLH,90026957,SSP,FDRSYS-FDRVE-FDRLH,Insp Wheel End Sun Gears LH,,,,Refer to Inspection. Not planned by Westrac,,SSP
HYDSYS-HDCYL-BLCYL,R9HHYDSYS-HDCYL-BLCYL,R9HHYDSYS-HDCYL-BLCYL,,R9H,HYDSYS-HDCYL-BLCYL,Cylinder Blade Lift L/H,5102,5102 - LIFT/HOIST CYLINDER,LT,,,R9H5102 - LIFT/HOIST CYLINDERLT
HYDSYS-HDCYL-BLCYR,R9HHYDSYS-HDCYL-BLCYR,R9HHYDSYS-HDCYL-BLCYR,,R9H,HYDSYS-HDCYL-BLCYR,Cylinder Blade Lift R/H,5102,5102 - LIFT/HOIST CYLINDER,RI,,,R9H5102 - LIFT/HOIST CYLINDERRI
90015886ENGINE,RBTENGINE,90015886RBTENGINE,90015886,RBT,ENGINE,Engine Midlife Complete,1000,1000 - ENGINE,MN,,,RBT1000 - ENGINEMN
90026957FDRSYS-FDRVE-FDRRH,SSPFDRSYS-FDRVE-FDRRH,90026957SSPFDRSYS-FDRVE-FDRRH,90026957,SSP,FDRSYS-FDRVE-FDRRH,Insp Wheel End Sun Gears RH,,,,Refer to Inspection. Not planned by Westrac,,SSP
90002645STRSYS-STEMG-SESPP,B9KSTRSYS-STEMG-SESPP,90002645B9KSTRSYS-STEMG-SESPP,90002645,B9K,STRSYS-STEMG-SESPP,Repl Hyd Pump Secondary Steering,4324,4324 - SECONDARY STEERING PUMP,00,,,B9K4324 - SECONDARY STEERING PUMP00
90002481STRUCT-CIRCL-CDRBX,R9HSTRUCT-CIRCL-CDRBX,90002481R9HSTRUCT-CIRCL-CDRBX,90002481,R9H,STRUCT-CIRCL-CDRBX,Repl Gearbox Circle Drive,5207,5207 - CIRCLE DRIVE,00,,,R9H5207 - CIRCLE DRIVE00
90019383STRUCT-RIPPR,NN6STRUCT-RIPPR,90019383NN6STRUCT-RIPPR,90019383,NN6,STRUCT-RIPPR,Replace Ripper Assy,5352,5352 - RIPPER LIFT CYLINDER,00,,,NN65352 - RIPPER LIFT CYLINDER00
90021513HYDSYS-HDCYL-SSCYL,E9ZHYDSYS-HDCYL-SSCYL,90021513E9ZHYDSYS-HDCYL-SSCYL,90021513,E9Z,HYDSYS-HDCYL-SSCYL,Repl Cyl Side Shift,5804,5804 - SIDE SHIFT CYLINDER,00,,,E9Z5804 - SIDE SHIFT CYLINDER00
90027505HYDSYS-HDMOT-FMECR,6P4HYDSYS-HDMOT-FMECR,900275056P4HYDSYS-HDMOT-FMECR,90027505,6P4,HYDSYS-HDMOT-FMECR,Repl Hyd Motor Fan Engine Cool RH,89CS,89CS - ENGINE FAN MOTOR,RI,,,6P489CS - ENGINE FAN MOTORRI
90031848LHENGN,6P4LHENGN,900318486P4LHENGN,90031848,6P4,LHENGN,Engine Midlife Complete LH,,,,Midlife service - Non planned.,,6P4
90019406ENGINE,ENGINE,90019406ENGINE,90019406,,ENGINE,Adjust 3500hr Valve Set,,,,Refer to a Service. Not planned by P&F,,
90019407ENGINE,ENGINE,90019407ENGINE,90019407,,ENGINE,Engine Midlife Complete,,,,Midlife service - Non planned.,,
90019629ENGINE,ENGINE,90019629ENGINE,90019629,,ENGINE,Initial Adjust Valve Set,,,,Refer to a Service. Not planned by P&F,,
90019630ENGINE,ENGINE,90019630ENGINE,90019630,,ENGINE,Adjust Valve Set,,,,Refer to a Service. Not planned by P&F,,
90019632ENGINE,ENGINE,90019632ENGINE,90019632,,ENGINE,Engine Midlife Complete,,,,Midlife service - Non planned.,,
90021246ENGINE,ENGINE,90021246ENGINE,90021246,,ENGINE,Adjust 250hr Initial Valve Set,,,,Refer to a Service. Not planned by P&F,,
90021253ENGINE,ENGINE,90021253ENGINE,90021253,,ENGINE,Engine Midlife Complete,,,,Midlife service - Non planned.,,
90028722ENGINE,ENGINE,90028722ENGINE,90028722,,ENGINE,Engine Midlife Complete,,,,Midlife service - Non planned.,,
90028724ENGINE,ENGINE,90028724ENGINE,90028724,,ENGINE,250Hr Initial Valve Set,,,,Refer to a Service. Not planned by P&F,,
90028725ENGINE,ENGINE,90028725ENGINE,90028725,,ENGINE,5000Hr Valve Set,,,,Refer to a Service. Not planned by P&F,,
90028981ENGINE,ENGINE,90028981ENGINE,90028981,,ENGINE,Engine Midlife Complete,,,,Midlife service - Non planned.,,
90028984ENGINE,ENGINE,90028984ENGINE,90028984,,ENGINE,250Hr Initial Valve Set,,,,Refer to a Service. Not planned by P&F,,
90028986ENGINE,ENGINE,90028986ENGINE,90028986,,ENGINE,6000Hr Valve Set,,,,Refer to a Service. Not planned by P&F,,
90015644ENGINE,ENGINE,90015644ENGINE,90015644,,ENGINE,Initial Engine Valve Set,,,,Refer to a Service. Not planned by P&F,,
90015645ENGINE,ENGINE,90015645ENGINE,90015645,,ENGINE,Adjust Engine Valve Set,,,,Refer to a Service. Not planned by P&F,,
90015646ENGINE,ENGINE,90015646ENGINE,90015646,,ENGINE,Engine Midlife Complete,,,,Midlife service - Non planned.,,
90015735ENGINE,ENGINE,90015735ENGINE,90015735,,ENGINE,Adjust 250hr Initial Valve Set,,,,Refer to a Service. Not planned by P&F,,
90015736ENGINE,ENGINE,90015736ENGINE,90015736,,ENGINE,Adjust 3500hr Valve Set,,,,Refer to a Service. Not planned by P&F,,
90015780ENGINE,ENGINE,90015780ENGINE,90015780,,ENGINE,Adjust 250hr Initial Valve Set,,,,Refer to a Service. Not planned by P&F,,
90015781ENGINE,ENGINE,90015781ENGINE,90015781,,ENGINE,Adjust 3500hr Valve Set,,,,Refer to a Service. Not planned by P&F,,
90015782ENGINE,ENGINE,90015782ENGINE,90015782,,ENGINE,Engine Midlife Complete,,,,Midlife service - Non planned.,,
90015809ENGINE,ENGINE,90015809ENGINE,90015809,,ENGINE,250Hr Initial Valve Set,,,,Refer to a Service. Not planned by P&F,,
90015810ENGINE,ENGINE,90015810ENGINE,90015810,,ENGINE,5500hr Valve Set - Adjust,,,,Refer to a Service. Not planned by P&F,,
90015811ENGINE,ENGINE,90015811ENGINE,90015811,,ENGINE,Engine Midlife Complete,,,,Midlife service - Non planned.,,
90015822ENGINE,ENGINE,90015822ENGINE,90015822,,ENGINE,250Hr Initial Valve Set,,,,Refer to a Service. Not planned by P&F,,
90015823ENGINE,ENGINE,90015823ENGINE,90015823,,ENGINE,4000hr Valve Set,,,,Refer to a Service. Not planned by P&F,,
90015824ENGINE,ENGINE,90015824ENGINE,90015824,,ENGINE,Engine Midlife Complete,,,,Midlife service - Non planned.,,
90015857ENGINE,ENGINE,90015857ENGINE,90015857,,ENGINE,Adjust Engine 250hr Valve Set,,,,Refer to a Service. Not planned by P&F,,
90015858ENGINE,ENGINE,90015858ENGINE,90015858,,ENGINE,Adjust Engine 3500hr Valve Set,,,,Refer to a Service. Not planned by P&F,,
90015859ENGINE,ENGINE,90015859ENGINE,90015859,,ENGINE,Engine Midlife Complete,,,,Midlife service - Non planned.,,
90015884ENGINE,ENGINE,90015884ENGINE,90015884,,ENGINE,Adjust 250hr Initial Valve Set,,,,Refer to a Service. Not planned by P&F,,
90016404ENGINE,ENGINE,90016404ENGINE,90016404,,ENGINE,250Hr Initial Valve Set,,,,Refer to a Service. Not planned by P&F,,
90016405ENGINE,ENGINE,90016405ENGINE,90016405,,ENGINE,Valve Set 4000hr,,,,Refer to a Service. Not planned by P&F,,
90016406ENGINE,ENGINE,90016406ENGINE,90016406,,ENGINE,Engine Midlife Complete,,,,Midlife service - Non planned.,,
90017289ENGINE,ENGINE,90017289ENGINE,90017289,,ENGINE,Adjust 250hr Initial Valve Set,,,,Refer to a Service. Not planned by P&F,,
90017302ENGINE,ENGINE,90017302ENGINE,90017302,,ENGINE,Engine Midlife Complete,,,,Midlife service - Non planned.,,
90018851ENGINE,ENGINE,90018851ENGINE,90018851,,ENGINE,Adjust Engine 250hr Valve Set,,,,Refer to a Service. Not planned by P&F,,
90018852ENGINE,ENGINE,90018852ENGINE,90018852,,ENGINE,Adjust Engine 3500hr Valve Set,,,,Refer to a Service. Not planned by P&F,,
90018853ENGINE,ENGINE,90018853ENGINE,90018853,,ENGINE,Engine Midlife Complete,,,,Midlife service - Non planned.,,
90027549LHENGN,LHENGN,90027549LHENGN,90027549,,LHENGN,Adjust 4500hr Valve Set,,,,Refer to a Service. Not planned by P&F,,
90027549RHENGN,RHENGN,90027549RHENGN,90027549,,RHENGN,Adjust 4500hr Valve Set,,,,Refer to a Service. Not planned by P&F,,
90027550LHENGN,LHENGN,90027550LHENGN,90027550,,LHENGN,Adjust 500hr Initial Valve Set,,,,Refer to a Service. Not planned by P&F,,
90027550RHENGN,RHENGN,90027550RHENGN,90027550,,RHENGN,Adjust 500hr Initial Valve Set,,,,Refer to a Service. Not planned by P&F,,
90027554LHENGN,LHENGN,90027554LHENGN,90027554,,LHENGN,Engine Midlife Complete LH,,,,Midlife service - Non planned.,,
90027554RHENGN,RHENGN,90027554RHENGN,90027554,,RHENGN,Engine Midlife Complete RH,,,,Midlife service - Non planned.,,
90021797ENGINE,ENGINE,90021797ENGINE,90021797,,ENGINE,Replace High Risk Hoses,,,,Refer to Hoses. Not planned by Westrac,,
90021799ENGINE,ENGINE,90021799ENGINE,90021799,,ENGINE,Replace High Risk Hoses,,,,Refer to Hoses. Not planned by Westrac,,
90031073ENGINE-COSYS-RADTR,ENGINE-COSYS-RADTR,90031073ENGINE-COSYS-RADTR,90031073,,ENGINE-COSYS-RADTR,Repl Radiator Fan Hoses,,,,Refer to Hoses. Not planned by Westrac,,
90014376,,90014376,90014376,,,6M ON Cal Bulk Fuel Flow Mtr SV4102,,,,Not identified,,
90020304COMMUN-FLMGT,COMMUN-FLMGT,90020304COMMUN-FLMGT,90020304,,COMMUN-FLMGT,6M Anritsu Test Wifi GPS & Cables,,,,Not identified,,
90027615STRUCT-CABIN-AIRCL,STRUCT-CABIN-AIRCL,90027615STRUCT-CABIN-AIRCL,90027615,,STRUCT-CABIN-AIRCL,Annual Air Con Service LH,,,,Refer to a Service. Not planned by P&F,6040,
90027615STRUCT-CABIN-AIRCR,STRUCT-CABIN-AIRCR,90027615STRUCT-CABIN-AIRCR,90027615,,STRUCT-CABIN-AIRCR,Annual Air Con Service RH,,,,Refer to a Service. Not planned by P&F,6040,
90027576HYDSYS-HDHLF-SWCRT,HYDSYS-HDHLF-SWCRT,90027576HYDSYS-HDHLF-SWCRT,90027576,,HYDSYS-HDHLF-SWCRT,Repl Swing Circuit Hoses,,,,Refer to Hoses. Not planned by Westrac,6040,
90032917COMMUN-FLMGT,COMMUN-FLMGT,90032917COMMUN-FLMGT,90032917,,COMMUN-FLMGT,6M Anritsu Test Wifi Cables,,,,Not identified,6040,
90027567HYDSYS-HDHLF-MPRCH,HYDSYS-HDHLF-MPRCH,90027567HYDSYS-HDHLF-MPRCH,90027567,,HYDSYS-HDHLF-MPRCH,Repl Main Pump to Rotor Hose,,,,Refer to Hoses. Not planned by Westrac,6040,
90017865HYDSYS,HYDSYS,90017865HYDSYS,90017865,,HYDSYS,Hydraulic System Tune Up,,,,Refer to a Service. Not planned by P&F,6040,
90027574HYDSYS-HDHLF-SHMCV,HYDSYS-HDHLF-SHMCV,90027574HYDSYS-HDHLF-SHMCV,90027574,,HYDSYS-HDHLF-SHMCV,Repl Servo Hose Bulkhead to MCV,,,,Refer to Hoses. Not planned by Westrac,6040,
90027558HYDSYS-HDHLF-BMARH,HYDSYS-HDHLF-BMARH,90027558HYDSYS-HDHLF-BMARH,90027558,,HYDSYS-HDHLF-BMARH,Repl Boom Arch Hoses,,,,Refer to Hoses. Not planned by Westrac,6040,
90027560HYDSYS-HDHLF-HBSBC,HYDSYS-HDHLF-HBSBC,90027560HYDSYS-HDHLF-HBSBC,90027560,,HYDSYS-HDHLF-HBSBC,Repl Boom Stick Bucket Cyl Hoses,,,,Refer to Hoses. Not planned by Westrac,6040,
90016793HYDSYS,HYDSYS,90016793HYDSYS,90016793,,HYDSYS,Repl Hydraulic Oil,,,,Not planned for Westrac,6040,
90027525ELCTLV-CHARG-BATTY,ELCTLV-CHARG-BATTY,90027525ELCTLV-CHARG-BATTY,90027525,,ELCTLV-CHARG-BATTY,Repl Batteries,,,,Batteries - Not planned for Westrac,6040,
90027592GRSYST-ALBPP,GRSYST-ALBPP,90027592GRSYST-ALBPP,90027592,,GRSYST-ALBPP,Repl Auto Lube Pump,,,,,6040,
90027557STRUCT-CABIN,STRUCT-CABIN,90027557STRUCT-CABIN,90027557,,STRUCT-CABIN,Repl Wiper Blades,,,,Not planned for Westrac,6040,
90027578HYDSYS-HDHLF-TMCDH,HYDSYS-HDHLF-TMCDH,90027578HYDSYS-HDHLF-TMCDH,90027578,,HYDSYS-HDHLF-TMCDH,Travel Motor Case Drain Hoses,,,,Refer to Hoses. Not planned by Westrac,6040,
90032593HYDSYS-HDHLF-HBSBC,HYDSYS-HDHLF-HBSBC,90032593HYDSYS-HDHLF-HBSBC,90032593,,HYDSYS-HDHLF-HBSBC,Repl Boom & MCV Hoses,,,,Refer to Hoses. Not planned by Westrac,6040,
90027556STRUCT-TKFRR-CARRF,STRUCT-TKFRR-CARRF,90027556STRUCT-TKFRR-CARRF,90027556,,STRUCT-TKFRR-CARRF,Repl Roller Carrier RHF,,,,,6040,
90027566HYDSYS-HDHLF-HPCDL,HYDSYS-HDHLF-HPCDL,90027566HYDSYS-HDHLF-HPCDL,90027566,,HYDSYS-HDHLF-HPCDL,Repl Hyd Pump Case Drain Hoses,,,,Refer to Hoses. Not planned by Westrac,6040,
90027559HYDSYS-HDHLF-SSTBR,HYDSYS-HDHLF-SSTBR,90027559HYDSYS-HDHLF-SSTBR,90027559,,HYDSYS-HDHLF-SSTBR,2nd Speed Trvl Brake Release Hose,,,,Refer to Hoses. Not planned by Westrac,6040,
90027577HYDSYS-HDHLF-SWMCD,HYDSYS-HDHLF-SWMCD,90027577HYDSYS-HDHLF-SWMCD,90027577,,HYDSYS-HDHLF-SWMCD,Repl Swing Motor Case Drain Hoses,,,,Refer to Hoses. Not planned by Westrac,6040,
90027572HYDSYS-HDHLF-SHBLK,HYDSYS-HDHLF-SHBLK,90027572HYDSYS-HDHLF-SHBLK,90027572,,HYDSYS-HDHLF-SHBLK,Servo Hoses Cascade to Bulkhead,,,,Refer to Hoses. Not planned by Westrac,6040,
